sentences_original,sen_values,label,lemmatized_tokens
stealing harvard does n t care about cleverness wit or any other kind of intelligent humor ,0.18056,neg,"['stealing', 'harvard', 'doe', 'n', 't', 'care', 'about', 'cleverness', 'wit', 'or', 'any', 'other', 'kind', 'of', 'intelligent', 'humor']"
bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense and drags out too many scenes toward the end that should move quickly ,0.23611,neg,"['bigelow', 'handle', 'the', 'nuclear', 'crisis', 'sequence', 'evenly', 'but', 'milk', 'drama', 'when', 'she', 'should', 'be', 'building', 'suspense', 'and', 'drag', 'out', 'too', 'many', 'scene', 'toward', 'the', 'end', 'that', 'should', 'move', 'quickly']"
there s undeniable enjoyment to be had from films crammed with movie references but the fun wears thin then out when there s nothing else happening ,0.625,pos,"['there', 's', 'undeniable', 'enjoyment', 'to', 'be', 'had', 'from', 'film', 'crammed', 'with', 'movie', 'reference', 'but', 'the', 'fun', 'wear', 'thin', 'then', 'out', 'when', 'there', 's', 'nothing', 'else', 'happening']"
imagine kevin smith the blasphemous bad boy of suburban jersey if he were stripped of most of his budget and all of his sense of humor ,0.097222,neg,"['imagine', 'kevin', 'smith', 'the', 'blasphemous', 'bad', 'boy', 'of', 'suburban', 'jersey', 'if', 'he', 'were', 'stripped', 'of', 'most', 'of', 'his', 'budget', 'and', 'all', 'of', 'his', 'sense', 'of', 'humor']"
the result might look like vulgar ,0.5,neutral,"['the', 'result', 'might', 'look', 'like', 'vulgar']"
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands ,0.16667,neg,"['suffers', 'from', 'a', 'lack', 'of', 'clarity', 'and', 'audacity', 'that', 'a', 'subject', 'a', 'monstrous', 'and', 'pathetic', 'a', 'dahmer', 'demand']"
what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard it s icky ,0.11110999999999999,neg,"['what', 'soured', 'me', 'on', 'the', 'santa', 'clause', '2', 'wa', 'that', 'santa', 'bump', 'up', 'against', '21st', 'century', 'reality', 'so', 'hard', 'it', 's', 'icky']"
it s an 88 minute highlight reel that s 86 minutes too long ,0.055555999999999994,neg,"['it', 's', 'an', '88', 'minute', 'highlight', 'reel', 'that', 's', '86', 'minute', 'too', 'long']"
the film favors the scientific over the spectacular visually speaking ,0.5,neutral,"['the', 'film', 'favor', 'the', 'scientific', 'over', 'the', 'spectacular', 'visually', 'speaking']"
such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema ,0.11110999999999999,neg,"['such', 'an', 'incomprehensible', 'mess', 'that', 'it', 'feel', 'le', 'like', 'bad', 'cinema', 'than', 'like', 'being', 'stuck', 'in', 'a', 'dark', 'pit', 'having', 'a', 'nightmare', 'about', 'bad', 'cinema']"
with the exception of mccoist the players do n t have a clue on the park ,0.38889,neg,"['with', 'the', 'exception', 'of', 'mccoist', 'the', 'player', 'do', 'n', 't', 'have', 'a', 'clue', 'on', 'the', 'park']"
the acting is n t much better ,0.19444,neg,"['the', 'acting', 'is', 'n', 't', 'much', 'better']"
the whole affair is as predictable as can be ,0.45833,neutral,"['the', 'whole', 'affair', 'is', 'a', 'predictable', 'a', 'can', 'be']"
a not so divine secrets of the ya ya sisterhood with a hefty helping of re fried green tomatoes ,0.38889,neg,"['a', 'not', 'so', 'divine', 'secret', 'of', 'the', 'ya', 'ya', 'sisterhood', 'with', 'a', 'hefty', 'helping', 'of', 're', 'fried', 'green', 'tomato']"
this cloying voices from the other side story is hell ,0.23611,neg,"['this', 'cloying', 'voice', 'from', 'the', 'other', 'side', 'story', 'is', 'hell']"
a suffocating rape payback horror show that hinges on the subgenre s most enabling victim and an ebullient affection for industrial model meat freezers ,0.73611,pos,"['a', 'suffocating', 'rape', 'payback', 'horror', 'show', 'that', 'hinge', 'on', 'the', 'subgenre', 's', 'most', 'enabling', 'victim', 'and', 'an', 'ebullient', 'affection', 'for', 'industrial', 'model', 'meat', 'freezer']"
star trek was kind of terrific once but now it is a copy of a copy of a copy ,0.375,neg,"['star', 'trek', 'wa', 'kind', 'of', 'terrific', 'once', 'but', 'now', 'it', 'is', 'a', 'copy', 'of', 'a', 'copy', 'of', 'a', 'copy']"
 n o matter how much good will the actors generate showtime eventually folds under its own thinness ,0.16667,neg,"['n', 'o', 'matter', 'how', 'much', 'good', 'will', 'the', 'actor', 'generate', 'showtime', 'eventually', 'fold', 'under', 'it', 'own', 'thinness']"
every potential twist is telegraphed well in advance every performance respectably muted the movie itself seems to have been made under the influence of rohypnol ,0.52778,neutral,"['every', 'potential', 'twist', 'is', 'telegraphed', 'well', 'in', 'advance', 'every', 'performance', 'respectably', 'muted', 'the', 'movie', 'itself', 'seems', 'to', 'have', 'been', 'made', 'under', 'the', 'influence', 'of', 'rohypnol']"
puts on airs of a hal hartley wannabe film without the vital comic ingredient of the hilarious writer director himself ,0.33333,neg,"['put', 'on', 'air', 'of', 'a', 'hal', 'hartley', 'wannabe', 'film', 'without', 'the', 'vital', 'comic', 'ingredient', 'of', 'the', 'hilarious', 'writer', 'director', 'himself']"
ver wiel s desperate attempt at wit is lost leaving the character of critical jim two dimensional and pointless ,0.31944,neg,"['ver', 'wiel', 's', 'desperate', 'attempt', 'at', 'wit', 'is', 'lost', 'leaving', 'the', 'character', 'of', 'critical', 'jim', 'two', 'dimensional', 'and', 'pointless']"
despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth as an older woman who seduces oscar the film founders on its lack of empathy for the social milieu rich new york intelligentsia and its off,0.44443999999999995,neutral,"['despite', 'a', 'performance', 'of', 'sustained', 'intelligence', 'from', 'stanford', 'and', 'another', 'of', 'subtle', 'humour', 'from', 'bebe', 'neuwirth', 'a', 'an', 'older', 'woman', 'who', 'seduces', 'oscar', 'the', 'film', 'founder', 'on', 'it', 'lack', 'of', 'empathy', 'for', 'the', 'social', 'milieu', 'rich', 'new', 'york', 'intelligentsia', 'and', 'it', 'off']"
although disney follows its standard formula in this animated adventure it feels more forced than usual ,0.38889,neg,"['although', 'disney', 'follows', 'it', 'standard', 'formula', 'in', 'this', 'animated', 'adventure', 'it', 'feel', 'more', 'forced', 'than', 'usual']"
a sham construct based on theory sleight of hand and ill wrought hypothesis ,0.30556,neg,"['a', 'sham', 'construct', 'based', 'on', 'theory', 'sleight', 'of', 'hand', 'and', 'ill', 'wrought', 'hypothesis']"
 p artnering murphy with robert de niro for the tv cops comedy showtime would seem to be surefire casting ,0.63889,pos,"['p', 'artnering', 'murphy', 'with', 'robert', 'de', 'niro', 'for', 'the', 'tv', 'cop', 'comedy', 'showtime', 'would', 'seem', 'to', 'be', 'surefire', 'casting']"
the catch is that they re stuck with a script that prevents them from firing on all cylinders ,0.18056,neg,"['the', 'catch', 'is', 'that', 'they', 're', 'stuck', 'with', 'a', 'script', 'that', 'prevents', 'them', 'from', 'firing', 'on', 'all', 'cylinder']"
 you ll laugh for not quite and hour and a half but come out feeling strangely unsatisfied ,0.5,neutral,"['you', 'll', 'laugh', 'for', 'not', 'quite', 'and', 'hour', 'and', 'a', 'half', 'but', 'come', 'out', 'feeling', 'strangely', 'unsatisfied']"
you ll feel like you ate a reeses without the peanut butter ,0.20833000000000002,neg,"['you', 'll', 'feel', 'like', 'you', 'ate', 'a', 'reeses', 'without', 'the', 'peanut', 'butter']"
gooding offers a desperately ingratiating performance ,0.38889,neg,"['gooding', 'offer', 'a', 'desperately', 'ingratiating', 'performance']"
parker should be commended for taking a fresh approach to familiar material but his determination to remain true to the original text leads him to adopt a somewhat mannered tone that ultimately dulls the human tragedy at the story s core ,0.56944,neutral,"['parker', 'should', 'be', 'commended', 'for', 'taking', 'a', 'fresh', 'approach', 'to', 'familiar', 'material', 'but', 'his', 'determination', 'to', 'remain', 'true', 'to', 'the', 'original', 'text', 'lead', 'him', 'to', 'adopt', 'a', 'somewhat', 'mannered', 'tone', 'that', 'ultimately', 'dulls', 'the', 'human', 'tragedy', 'at', 'the', 'story', 's', 'core']"
the director has injected self consciousness into the proceedings at every turn ,0.40278,neutral,"['the', 'director', 'ha', 'injected', 'self', 'consciousness', 'into', 'the', 'proceeding', 'at', 'every', 'turn']"
the results are far more alienating than involving ,0.31944,neg,"['the', 'result', 'are', 'far', 'more', 'alienating', 'than', 'involving']"
bogdanich is unashamedly pro serbian and makes little attempt to give voice to the other side ,0.31944,neg,"['bogdanich', 'is', 'unashamedly', 'pro', 'serbian', 'and', 'make', 'little', 'attempt', 'to', 'give', 'voice', 'to', 'the', 'other', 'side']"
a lack of thesis makes maryam in the end play out with the intellectual and emotional impact of an after school special ,0.45833,neutral,"['a', 'lack', 'of', 'thesis', 'make', 'maryam', 'in', 'the', 'end', 'play', 'out', 'with', 'the', 'intellectual', 'and', 'emotional', 'impact', 'of', 'an', 'after', 'school', 'special']"
without shakespeare s eloquent language the update is dreary and sluggish ,0.15278,neg,"['without', 'shakespeare', 's', 'eloquent', 'language', 'the', 'update', 'is', 'dreary', 'and', 'sluggish']"
if h g wells had a time machine and could take a look at his kin s reworked version what would he say ,0.45833,neutral,"['if', 'h', 'g', 'well', 'had', 'a', 'time', 'machine', 'and', 'could', 'take', 'a', 'look', 'at', 'his', 'kin', 's', 'reworked', 'version', 'what', 'would', 'he', 'say']"
 it looks good sonny but you missed the point ,0.31944,neg,"['it', 'look', 'good', 'sonny', 'but', 'you', 'missed', 'the', 'point']"
during the tuxedo s 90 minutes of screen time there is n t one true chan moment ,0.23611,neg,"['during', 'the', 'tuxedo', 's', '90', 'minute', 'of', 'screen', 'time', 'there', 'is', 'n', 't', 'one', 'true', 'chan', 'moment']"
bisset delivers a game performance but she is unable to save the movie ,0.56944,neutral,"['bisset', 'delivers', 'a', 'game', 'performance', 'but', 'she', 'is', 'unable', 'to', 'save', 'the', 'movie']"
watching austin powers in goldmember is like binging on cotton candy ,0.63889,pos,"['watching', 'austin', 'power', 'in', 'goldmember', 'is', 'like', 'binging', 'on', 'cotton', 'candy']"
it s sweet and fluffy at the time but it may leave you feeling a little sticky and unsatisfied ,0.31944,neg,"['it', 's', 'sweet', 'and', 'fluffy', 'at', 'the', 'time', 'but', 'it', 'may', 'leave', 'you', 'feeling', 'a', 'little', 'sticky', 'and', 'unsatisfied']"
the most anti human big studio picture since 3000 miles to graceland ,0.58333,neutral,"['the', 'most', 'anti', 'human', 'big', 'studio', 'picture', 'since', '3000', 'mile', 'to', 'graceland']"
the film can depress you about life itself ,0.22221999999999997,neg,"['the', 'film', 'can', 'depress', 'you', 'about', 'life', 'itself']"
the acting is fine but the script is about as interesting as a recording of conversations at the wal mart checkout line ,0.31944,neg,"['the', 'acting', 'is', 'fine', 'but', 'the', 'script', 'is', 'about', 'a', 'interesting', 'a', 'a', 'recording', 'of', 'conversation', 'at', 'the', 'wal', 'mart', 'checkout', 'line']"
its weighty themes are too grave for youngsters but the story is too steeped in fairy tales and other childish things to appeal much to teenagers ,0.375,neg,"['it', 'weighty', 'theme', 'are', 'too', 'grave', 'for', 'youngster', 'but', 'the', 'story', 'is', 'too', 'steeped', 'in', 'fairy', 'tale', 'and', 'other', 'childish', 'thing', 'to', 'appeal', 'much', 'to', 'teenager']"
the plot plummets into a comedy graveyard before janice comes racing to the rescue in the final reel ,0.44443999999999995,neutral,"['the', 'plot', 'plummet', 'into', 'a', 'comedy', 'graveyard', 'before', 'janice', 'come', 'racing', 'to', 'the', 'rescue', 'in', 'the', 'final', 'reel']"
sometimes there are very very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely ,0.30556,neg,"['sometimes', 'there', 'are', 'very', 'very', 'good', 'reason', 'for', 'certain', 'movie', 'to', 'be', 'sealed', 'in', 'a', 'jar', 'and', 'left', 'on', 'a', 'remote', 'shelf', 'indefinitely']"
at 90 minutes this movie is short but it feels much longer ,0.27778,neg,"['at', '90', 'minute', 'this', 'movie', 'is', 'short', 'but', 'it', 'feel', 'much', 'longer']"
here s my advice kev ,0.5,neutral,"['here', 's', 'my', 'advice', 'kev']"
start reading your scripts before signing that dotted line ,0.22221999999999997,neg,"['start', 'reading', 'your', 'script', 'before', 'signing', 'that', 'dotted', 'line']"
an alternately raucous and sappy ethnic sitcom you d be wise to send your regrets ,0.36111,neg,"['an', 'alternately', 'raucous', 'and', 'sappy', 'ethnic', 'sitcom', 'you', 'd', 'be', 'wise', 'to', 'send', 'your', 'regret']"
an ugly duckling tale so hideously and clumsily told it feels accidental ,0.097222,neg,"['an', 'ugly', 'duckling', 'tale', 'so', 'hideously', 'and', 'clumsily', 'told', 'it', 'feel', 'accidental']"
unfortunately it s also not very good ,0.19444,neg,"['unfortunately', 'it', 's', 'also', 'not', 'very', 'good']"
especially compared with the television series that inspired the movie ,0.52778,neutral,"['especially', 'compared', 'with', 'the', 'television', 'series', 'that', 'inspired', 'the', 'movie']"
it wraps up a classic mother daughter struggle in recycled paper with a shiny new bow and while the audience can tell it s not all new at least it looks pretty ,0.51389,neutral,"['it', 'wrap', 'up', 'a', 'classic', 'mother', 'daughter', 'struggle', 'in', 'recycled', 'paper', 'with', 'a', 'shiny', 'new', 'bow', 'and', 'while', 'the', 'audience', 'can', 'tell', 'it', 's', 'not', 'all', 'new', 'at', 'least', 'it', 'look', 'pretty']"
glazed with a tawdry b movie scum ,0.11110999999999999,neg,"['glazed', 'with', 'a', 'tawdry', 'b', 'movie', 'scum']"
this is the kind of movie during which you want to bang your head on the seat in front of you at its cluelessness at its idiocy at its utterly misplaced earnestness ,0.055555999999999994,neg,"['this', 'is', 'the', 'kind', 'of', 'movie', 'during', 'which', 'you', 'want', 'to', 'bang', 'your', 'head', 'on', 'the', 'seat', 'in', 'front', 'of', 'you', 'at', 'it', 'cluelessness', 'at', 'it', 'idiocy', 'at', 'it', 'utterly', 'misplaced', 'earnestness']"
it winds up moving in many directions as it searches vainly i think for something fresh to say ,0.20833000000000002,neg,"['it', 'wind', 'up', 'moving', 'in', 'many', 'direction', 'a', 'it', 'search', 'vainly', 'i', 'think', 'for', 'something', 'fresh', 'to', 'say']"
all in all road to perdition is more in love with strangeness than excellence ,0.65278,pos,"['all', 'in', 'all', 'road', 'to', 'perdition', 'is', 'more', 'in', 'love', 'with', 'strangeness', 'than', 'excellence']"
a big fat pain ,0.22221999999999997,neg,"['a', 'big', 'fat', 'pain']"
unintelligible poorly acted brain slappingly bad harvard man is ludicrous enough that it could become a cult classic ,0.51389,neutral,"['unintelligible', 'poorly', 'acted', 'brain', 'slappingly', 'bad', 'harvard', 'man', 'is', 'ludicrous', 'enough', 'that', 'it', 'could', 'become', 'a', 'cult', 'classic']"
watching the powerpuff girls movie my mind kept returning to one anecdote for comparison the cartoon in japan that gave people seizures ,0.61111,pos,"['watching', 'the', 'powerpuff', 'girl', 'movie', 'my', 'mind', 'kept', 'returning', 'to', 'one', 'anecdote', 'for', 'comparison', 'the', 'cartoon', 'in', 'japan', 'that', 'gave', 'people', 'seizure']"
an inelegant combination of two unrelated shorts that falls far short of the director s previous work in terms of both thematic content and narrative strength ,0.20833000000000002,neg,"['an', 'inelegant', 'combination', 'of', 'two', 'unrelated', 'short', 'that', 'fall', 'far', 'short', 'of', 'the', 'director', 's', 'previous', 'work', 'in', 'term', 'of', 'both', 'thematic', 'content', 'and', 'narrative', 'strength']"
to build a feel good fantasy around a vain dictator madman is off putting to say the least not to mention inappropriate and wildly undeserved ,0.16667,neg,"['to', 'build', 'a', 'feel', 'good', 'fantasy', 'around', 'a', 'vain', 'dictator', 'madman', 'is', 'off', 'putting', 'to', 'say', 'the', 'least', 'not', 'to', 'mention', 'inappropriate', 'and', 'wildly', 'undeserved']"
with the cheesiest monsters this side of a horror spoof which they is n t it is more likely to induce sleep than fright ,0.125,neg,"['with', 'the', 'cheesiest', 'monster', 'this', 'side', 'of', 'a', 'horror', 'spoof', 'which', 'they', 'is', 'n', 't', 'it', 'is', 'more', 'likely', 'to', 'induce', 'sleep', 'than', 'fright']"
mild meandering teen flick ,0.52778,neutral,"['mild', 'meandering', 'teen', 'flick']"
though its atmosphere is intriguing the drama is finally too predictable to leave much of an impression ,0.44443999999999995,neutral,"['though', 'it', 'atmosphere', 'is', 'intriguing', 'the', 'drama', 'is', 'finally', 'too', 'predictable', 'to', 'leave', 'much', 'of', 'an', 'impression']"
though this rude and crude film does deliver a few gut busting laughs its digs at modern society are all things we ve seen before ,0.29167,neg,"['though', 'this', 'rude', 'and', 'crude', 'film', 'doe', 'deliver', 'a', 'few', 'gut', 'busting', 'laugh', 'it', 'dig', 'at', 'modern', 'society', 'are', 'all', 'thing', 'we', 've', 'seen', 'before']"
although it tries to be much more it s really just another major league ,0.30556,neg,"['although', 'it', 'try', 'to', 'be', 'much', 'more', 'it', 's', 'really', 'just', 'another', 'major', 'league']"
astonishing is n t the word neither is incompetent incoherent or just plain crap ,0.16667,neg,"['astonishing', 'is', 'n', 't', 'the', 'word', 'neither', 'is', 'incompetent', 'incoherent', 'or', 'just', 'plain', 'crap']"
indeed none of these words really gets at the very special type of badness that is deuces wild ,0.44443999999999995,neutral,"['indeed', 'none', 'of', 'these', 'word', 'really', 'get', 'at', 'the', 'very', 'special', 'type', 'of', 'badness', 'that', 'is', 'deuce', 'wild']"
one thing is for sure this movie does not tell you a whole lot about lily chou chou ,0.45833,neutral,"['one', 'thing', 'is', 'for', 'sure', 'this', 'movie', 'doe', 'not', 'tell', 'you', 'a', 'whole', 'lot', 'about', 'lily', 'chou', 'chou']"
with a tone as variable as the cinematography schaeffer s film never settles into the light footed enchantment the material needs and the characters quirks and foibles never jell into charm ,0.20833000000000002,neg,"['with', 'a', 'tone', 'a', 'variable', 'a', 'the', 'cinematography', 'schaeffer', 's', 'film', 'never', 'settle', 'into', 'the', 'light', 'footed', 'enchantment', 'the', 'material', 'need', 'and', 'the', 'character', 'quirk', 'and', 'foible', 'never', 'jell', 'into', 'charm']"
to better understand why this did n t connect with me would require another viewing and i wo n t be sitting through this one again that in itself is commentary enough ,0.19444,neg,"['to', 'better', 'understand', 'why', 'this', 'did', 'n', 't', 'connect', 'with', 'me', 'would', 'require', 'another', 'viewing', 'and', 'i', 'wo', 'n', 't', 'be', 'sitting', 'through', 'this', 'one', 'again', 'that', 'in', 'itself', 'is', 'commentary', 'enough']"
cuba gooding jr valiantly mugs his way through snow dogs but even his boisterous energy fails to spark this leaden comedy ,0.31944,neg,"['cuba', 'gooding', 'jr', 'valiantly', 'mug', 'his', 'way', 'through', 'snow', 'dog', 'but', 'even', 'his', 'boisterous', 'energy', 'fails', 'to', 'spark', 'this', 'leaden', 'comedy']"
diane lane s sophisticated performance ca n t rescue adrian lyne s unfaithful from its sleazy moralizing ,0.27778,neg,"['diane', 'lane', 's', 'sophisticated', 'performance', 'ca', 'n', 't', 'rescue', 'adrian', 'lyne', 's', 'unfaithful', 'from', 'it', 'sleazy', 'moralizing']"
not at all clear what it s trying to say and even if it were i doubt it would be all that interesting ,0.13889,neg,"['not', 'at', 'all', 'clear', 'what', 'it', 's', 'trying', 'to', 'say', 'and', 'even', 'if', 'it', 'were', 'i', 'doubt', 'it', 'would', 'be', 'all', 'that', 'interesting']"
 swimfan falls victim to sloppy plotting an insultingly unbelievable final act and a villainess who is too crazy to be interesting ,0.15278,neg,"['swimfan', 'fall', 'victim', 'to', 'sloppy', 'plotting', 'an', 'insultingly', 'unbelievable', 'final', 'act', 'and', 'a', 'villainess', 'who', 'is', 'too', 'crazy', 'to', 'be', 'interesting']"
this remake of lina wertmuller s 1975 eroti comedy might just be the biggest husband and wife disaster since john and bo derek made the ridiculous bolero ,0.20833000000000002,neg,"['this', 'remake', 'of', 'lina', 'wertmuller', 's', '1975', 'eroti', 'comedy', 'might', 'just', 'be', 'the', 'biggest', 'husband', 'and', 'wife', 'disaster', 'since', 'john', 'and', 'bo', 'derek', 'made', 'the', 'ridiculous', 'bolero']"
silly loud and goofy ,0.51389,neutral,"['silly', 'loud', 'and', 'goofy']"
why spend 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ,0.13889,neg,"['why', 'spend', '9', 'on', 'the', 'same', 'stuff', 'you', 'can', 'get', 'for', 'a', 'buck', 'or', 'so', 'in', 'that', 'greasy', 'little', 'vidgame', 'pit', 'in', 'the', 'theater', 'lobby']"
the french director has turned out nearly 21 2 hours of unfocused excruciatingly tedious cinema that half an hour in starts making water torture seem appealing ,0.11110999999999999,neg,"['the', 'french', 'director', 'ha', 'turned', 'out', 'nearly', '21', '2', 'hour', 'of', 'unfocused', 'excruciatingly', 'tedious', 'cinema', 'that', 'half', 'an', 'hour', 'in', 'start', 'making', 'water', 'torture', 'seem', 'appealing']"
the basic premise is intriguing but quickly becomes distasteful and downright creepy ,0.20833000000000002,neg,"['the', 'basic', 'premise', 'is', 'intriguing', 'but', 'quickly', 'becomes', 'distasteful', 'and', 'downright', 'creepy']"
the pool drowned me in boredom ,0.27778,neg,"['the', 'pool', 'drowned', 'me', 'in', 'boredom']"
it s like an all star salute to disney s cheesy commercialism ,0.22221999999999997,neg,"['it', 's', 'like', 'an', 'all', 'star', 'salute', 'to', 'disney', 's', 'cheesy', 'commercialism']"
it s hard to imagine any recent film independent or otherwise that makes as much of a mess as this one ,0.15278,neg,"['it', 's', 'hard', 'to', 'imagine', 'any', 'recent', 'film', 'independent', 'or', 'otherwise', 'that', 'make', 'a', 'much', 'of', 'a', 'mess', 'a', 'this', 'one']"
some of the computer animation is handsome and various amusing sidekicks add much needed levity to the otherwise bleak tale but overall the film never rises above mediocrity ,0.34722,neg,"['some', 'of', 'the', 'computer', 'animation', 'is', 'handsome', 'and', 'various', 'amusing', 'sidekick', 'add', 'much', 'needed', 'levity', 'to', 'the', 'otherwise', 'bleak', 'tale', 'but', 'overall', 'the', 'film', 'never', 'rise', 'above', 'mediocrity']"
there s an excellent 90 minute film here unfortunately it runs for 170 ,0.29167,neg,"['there', 's', 'an', 'excellent', '90', 'minute', 'film', 'here', 'unfortunately', 'it', 'run', 'for', '170']"
as saccharine movies go this is likely to cause massive cardiac arrest if taken in large doses ,0.36111,neg,"['a', 'saccharine', 'movie', 'go', 'this', 'is', 'likely', 'to', 'cause', 'massive', 'cardiac', 'arrest', 'if', 'taken', 'in', 'large', 'dos']"
die another day is only intermittently entertaining but it s hard not to be a sucker for its charms or perhaps it s just impossible not to feel nostalgia for movies you grew up with ,0.59722,neutral,"['die', 'another', 'day', 'is', 'only', 'intermittently', 'entertaining', 'but', 'it', 's', 'hard', 'not', 'to', 'be', 'a', 'sucker', 'for', 'it', 'charm', 'or', 'perhaps', 'it', 's', 'just', 'impossible', 'not', 'to', 'feel', 'nostalgia', 'for', 'movie', 'you', 'grew', 'up', 'with']"
as is often the case with ambitious eager first time filmmakers mr murray a prolific director of music videos stuffs his debut with more plot than it can comfortably hold ,0.34722,neg,"['a', 'is', 'often', 'the', 'case', 'with', 'ambitious', 'eager', 'first', 'time', 'filmmaker', 'mr', 'murray', 'a', 'prolific', 'director', 'of', 'music', 'video', 'stuff', 'his', 'debut', 'with', 'more', 'plot', 'than', 'it', 'can', 'comfortably', 'hold']"
the mystery of enigma is how a rich historical subject combined with so much first rate talent could have yielded such a flat plodding picture ,0.27778,neg,"['the', 'mystery', 'of', 'enigma', 'is', 'how', 'a', 'rich', 'historical', 'subject', 'combined', 'with', 'so', 'much', 'first', 'rate', 'talent', 'could', 'have', 'yielded', 'such', 'a', 'flat', 'plodding', 'picture']"
it throws quirky characters odd situations and off kilter dialogue at us all as if to say look at this ,0.63889,pos,"['it', 'throw', 'quirky', 'character', 'odd', 'situation', 'and', 'off', 'kilter', 'dialogue', 'at', 'u', 'all', 'a', 'if', 'to', 'say', 'look', 'at', 'this']"
this is an interesting movie ,0.88889,pos,"['this', 'is', 'an', 'interesting', 'movie']"
but the film itself is ultimately quite unengaging ,0.16667,neg,"['but', 'the', 'film', 'itself', 'is', 'ultimately', 'quite', 'unengaging']"
the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror action hybrid ,0.22221999999999997,neg,"['the', 'inherent', 'limitation', 'of', 'using', 'a', 'video', 'game', 'a', 'the', 'source', 'material', 'movie', 'are', 'once', 'again', 'made', 'all', 'too', 'clear', 'in', 'this', 'schlocky', 'horror', 'action', 'hybrid']"
it s not only dull because we ve seen eddie murphy do the genial rogue shtick to death but because the plot is equally hackneyed ,0.33333,neg,"['it', 's', 'not', 'only', 'dull', 'because', 'we', 've', 'seen', 'eddie', 'murphy', 'do', 'the', 'genial', 'rogue', 'shtick', 'to', 'death', 'but', 'because', 'the', 'plot', 'is', 'equally', 'hackneyed']"
avary s film never quite emerges from the shadow of ellis book ,0.43056000000000005,neutral,"['avary', 's', 'film', 'never', 'quite', 'emerges', 'from', 'the', 'shadow', 'of', 'elli', 'book']"
a poorly scripted preachy fable that forgets about unfolding a coherent believable story in its zeal to spread propaganda ,0.44443999999999995,neutral,"['a', 'poorly', 'scripted', 'preachy', 'fable', 'that', 'forgets', 'about', 'unfolding', 'a', 'coherent', 'believable', 'story', 'in', 'it', 'zeal', 'to', 'spread', 'propaganda']"
while it is interesting to witness the conflict from the palestinian side longley s film lacks balance and fails to put the struggle into meaningful historical context ,0.27778,neg,"['while', 'it', 'is', 'interesting', 'to', 'witness', 'the', 'conflict', 'from', 'the', 'palestinian', 'side', 'longley', 's', 'film', 'lack', 'balance', 'and', 'fails', 'to', 'put', 'the', 'struggle', 'into', 'meaningful', 'historical', 'context']"
woo has as much right to make a huge action sequence as any director but how long will filmmakers copy the saving private ryan battle scenes before realizing steven spielberg got it right the first time ,0.23611,neg,"['woo', 'ha', 'a', 'much', 'right', 'to', 'make', 'a', 'huge', 'action', 'sequence', 'a', 'any', 'director', 'but', 'how', 'long', 'will', 'filmmaker', 'copy', 'the', 'saving', 'private', 'ryan', 'battle', 'scene', 'before', 'realizing', 'steven', 'spielberg', 'got', 'it', 'right', 'the', 'first', 'time']"
it s sincere to a fault but unfortunately not very compelling or much fun ,0.44443999999999995,neutral,"['it', 's', 'sincere', 'to', 'a', 'fault', 'but', 'unfortunately', 'not', 'very', 'compelling', 'or', 'much', 'fun']"
 jones despite a definitely distinctive screen presence just is n t able to muster for a movie that its title notwithstanding should have been a lot nastier if it wanted to fully capitalize on its lead s specific gifts ,0.55556,neutral,"['jones', 'despite', 'a', 'definitely', 'distinctive', 'screen', 'presence', 'just', 'is', 'n', 't', 'able', 'to', 'muster', 'for', 'a', 'movie', 'that', 'it', 'title', 'notwithstanding', 'should', 'have', 'been', 'a', 'lot', 'nastier', 'if', 'it', 'wanted', 'to', 'fully', 'capitalize', 'on', 'it', 'lead', 's', 'specific', 'gift']"
this follow up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter ,0.59722,neutral,"['this', 'follow', 'up', 'seems', 'so', 'similar', 'to', 'the', '1953', 'disney', 'classic', 'that', 'it', 'make', 'one', 'long', 'for', 'a', 'geriatric', 'peter']"
why you may ask why should you buy the movie milk when the tv cow is free ,0.29167,neg,"['why', 'you', 'may', 'ask', 'why', 'should', 'you', 'buy', 'the', 'movie', 'milk', 'when', 'the', 'tv', 'cow', 'is', 'free']"
there s no good answer to that one ,0.33333,neg,"['there', 's', 'no', 'good', 'answer', 'to', 'that', 'one']"
this slow moving swedish film offers not even a hint of joy preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party ,0.40278,neutral,"['this', 'slow', 'moving', 'swedish', 'film', 'offer', 'not', 'even', 'a', 'hint', 'of', 'joy', 'preferring', 'to', 'focus', 'on', 'the', 'humiliation', 'of', 'martin', 'a', 'he', 'defecates', 'in', 'bed', 'and', 'urinates', 'on', 'the', 'plant', 'at', 'his', 'own', 'birthday', 'party']"
